qseqid	sseqid	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore	qlen	slen
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	98.011	1408	24	4	1	1406	257275	258680	0.0	2442	1407	4812833
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	98.011	1408	24	4	1	1406	3544064	3542659	0.0	2442	1407	4812833
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	97.940	1408	25	4	1	1406	865160	866565	0.0	2436	1407	4812833
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	97.940	1408	25	4	1	1406	4532634	4531229	0.0	2436	1407	4812833
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	97.940	1408	25	4	1	1406	4750538	4749133	0.0	2436	1407	4812833
K-A10_QB5629_2019-08-29_F02	640513.3.NC_015968	97.940	1408	24	5	1	1406	4625674	4624270	0.0	2435	1407	4812833
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	98.156	1410	20	6	1	1406	4714508	4713101	0.0	2455	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	98.016	1411	21	7	1	1406	733394	734802	0.0	2444	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.872	1410	24	6	1	1406	4506812	4505405	0.0	2433	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.872	1410	24	6	1	1406	4599251	4597844	0.0	2433	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.803	1411	24	7	1	1406	1112143	1113551	0.0	2427	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.803	1411	24	7	1	1406	3810960	3809552	0.0	2427	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.380	1412	27	9	1	1406	4307146	4305739	0.0	2394	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.234	1410	33	6	1	1406	430963	432370	0.0	2383	1407	4762179
K-A10_QB5629_2019-08-29_F02	693444.3.CP003938	97.163	1410	34	6	1	1406	4465816	4464409	0.0	2377	1407	4762179
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	98.156	1410	20	6	1	1406	1124153	1125560	0.0	2455	1407	4965436
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	98.014	1410	22	6	1	1406	63481	62074	0.0	2444	1407	4965436
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	97.940	1408	25	4	1	1406	1329088	1330493	0.0	2436	1407	4965436
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	97.872	1410	24	6	1	1406	1241666	1243073	0.0	2433	1407	4965436
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	97.869	1408	26	4	1	1406	697780	696375	0.0	2431	1407	4965436
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	97.869	1408	26	4	1	1406	1369573	1370978	0.0	2431	1407	4965436
K-A10_QB5629_2019-08-29_F02	158822.7.CP009458	97.727	1408	28	4	1	1406	1992797	1994202	0.0	2420	1407	4965436
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.153	1408	22	4	1	1406	4471206	4469801	0.0	2453	1407	4518712
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.082	1408	23	4	1	1406	250934	252339	0.0	2447	1407	4518712
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.082	1408	23	4	1	1406	838285	839690	0.0	2447	1407	4518712
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.082	1408	23	4	1	1406	3347743	3346338	0.0	2447	1407	4518712
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.082	1408	23	4	1	1406	4028976	4027571	0.0	2447	1407	4518712
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.082	1408	23	4	1	1406	4274539	4273134	0.0	2447	1407	4518712
K-A10_QB5629_2019-08-29_F02	399742.10.NC_009436	98.082	1408	23	4	1	1406	4365612	4364207	0.0	2447	1407	4518712
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	98.082	1408	23	4	1	1406	3204365	3202960	0.0	2447	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	98.011	1408	24	4	1	1406	249552	250957	0.0	2442	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	97.727	1408	28	4	1	1406	4800400	4801805	0.0	2420	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	97.727	1408	28	4	1	1406	5198442	5199847	0.0	2420	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	97.656	1408	29	4	1	1406	4043387	4041982	0.0	2414	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	97.585	1408	30	4	1	1406	4663414	4664819	0.0	2409	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	97.585	1408	30	4	1	1406	4755271	4756676	0.0	2409	1407	5315120
K-A10_QB5629_2019-08-29_F02	272620.9.NC_009648	97.372	1408	33	4	1	1406	4558784	4560189	0.0	2392	1407	5315120
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	98.011	1408	24	4	1	1406	1762982	1761577	0.0	2442	1407	4876443
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	98.011	1408	24	4	1	1406	2374114	2372709	0.0	2442	1407	4876443
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	98.011	1408	24	4	1	1406	2414084	2412679	0.0	2442	1407	4876443
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	98.011	1408	24	4	1	1406	2629167	2627762	0.0	2442	1407	4876443
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	98.011	1408	24	4	1	1406	3051238	3052643	0.0	2442	1407	4876443
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	98.011	1408	24	4	1	1406	3663446	3664851	0.0	2442	1407	4876443
K-A10_QB5629_2019-08-29_F02	158822.6.CP009451	97.869	1408	26	4	1	1406	2501931	2500526	0.0	2431	1407	4876443
K-A4_QB5629_2019-08-29_C02	706191.3.NC_013956	97.316	1416	21	17	1	1404	3984942	3983532	0.0	2388	1406	4690298
K-A4_QB5629_2019-08-29_C02	706191.3.NC_013956	97.246	1416	21	18	1	1404	4240415	4239006	0.0	2383	1406	4690298
K-A4_QB5629_2019-08-29_C02	706191.3.NC_013956	96.970	1419	23	20	1	1404	3374224	3372811	0.0	2364	1406	4690298
K-A4_QB5629_2019-08-29_C02	706191.3.NC_013956	96.968	1418	23	20	1	1404	235046	236457	0.0	2362	1406	4690298
K-A4_QB5629_2019-08-29_C02	706191.3.NC_013956	96.968	1418	23	20	1	1404	272619	274030	0.0	2362	1406	4690298
K-A4_QB5629_2019-08-29_C02	706191.3.NC_013956	96.681	1416	29	18	1	1404	959684	961093	0.0	2338	1406	4690298
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.105	1416	24	17	1	1404	172442	171032	0.0	2372	1406	4050093
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.105	1416	24	17	1	1404	447265	448675	0.0	2372	1406	4050093
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.105	1416	24	17	1	1404	1037879	1039289	0.0	2372	1406	4050093
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.038	1418	23	19	1	1404	51177	49765	0.0	2368	1406	4050093
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.034	1416	25	16	1	1404	410556	411966	0.0	2366	1406	4050093
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.034	1416	25	17	1	1404	3351773	3350363	0.0	2366	1406	4050093
K-A4_QB5629_2019-08-29_C02	549.24.CP014129	97.034	1416	25	17	1	1404	3834526	3833116	0.0	2366	1406	4050093
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.756	1418	26	20	1	1404	96828	98239	0.0	2346	1406	4605545
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.756	1418	26	20	1	1404	222933	224344	0.0	2346	1406	4605545
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.756	1418	26	20	1	1404	479337	480748	0.0	2346	1406	4605545
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.756	1418	26	20	1	1404	4432287	4430876	0.0	2346	1406	4605545
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.756	1418	26	20	1	1404	4469758	4468347	0.0	2346	1406	4605545
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.690	1420	25	21	1	1404	1056350	1057763	0.0	2342	1406	4605545
K-A4_QB5629_2019-08-29_C02	553.3.NC_016816	96.685	1418	27	20	1	1404	3639734	3638323	0.0	2340	1406	4605545
K-A4_QB5629_2019-08-29_C02	470934.10.JUQR01000382	96.121	1418	36	18	1	1404	149	1561	0.0	2296	1406	1689
K-A4_QB5629_2019-08-29_C02	660596.6.AHIE01000042	96.051	1418	37	19	1	1404	547	1959	0.0	2290	1406	6892
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.972	1415	42	15	1	1404	4562034	4560624	0.0	2283	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.901	1415	43	15	1	1404	3893176	3891766	0.0	2278	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.830	1415	44	15	1	1404	811583	812993	0.0	2272	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.830	1415	44	15	1	1404	1205670	1207080	0.0	2272	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.548	1415	48	15	1	1404	163797	165207	0.0	2250	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.548	1415	48	15	1	1404	469718	471128	0.0	2250	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.477	1415	49	15	1	1404	20416	21826	0.0	2244	1406	4803917
K-A4_QB5629_2019-08-29_C02	83655.10.CP013990	95.477	1415	49	15	1	1404	251229	252639	0.0	2244	1406	4803917
K-A4_QB5629_2019-08-29_C02	1267600.3.JFGT01000008	95.839	1418	40	19	1	1404	66	1478	0.0	2274	1406	1588
K-A4_QB5629_2019-08-29_C02	1267600.3.JFGT01000005	95.839	1418	40	19	1	1404	273945	275357	0.0	2274	1406	1252620
K-A4_QB5629_2019-08-29_C02	1267600.3.JFGT01000004	95.839	1418	40	19	1	1404	5015	3603	0.0	2274	1406	376049
K-A4_QB5629_2019-08-29_C02	1267600.3.JFGT01000004	95.839	1418	40	19	1	1404	111769	110357	0.0	2274	1406	376049
K-A4_QB5629_2019-08-29_C02	1267600.3.JFGT01000004	95.839	1418	40	19	1	1404	243024	241612	0.0	2274	1406	376049
K-A4_QB5629_2019-08-29_C02	1267600.3.JFGT01000003	95.839	1418	40	19	1	1404	199824	198412	0.0	2274	1406	235354
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.939	1407	22	7	1	1400	1604570	1605976	0.0	2431	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.939	1407	22	7	1	1400	1693713	1695119	0.0	2431	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.939	1407	22	7	1	1400	2537031	2538437	0.0	2431	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.868	1407	23	7	1	1400	221587	220181	0.0	2425	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.868	1407	23	7	1	1400	1512405	1513811	0.0	2425	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.868	1407	23	7	1	1400	2128446	2129852	0.0	2425	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.798	1408	23	8	1	1400	997609	996202	0.0	2422	1403	5280350
K-A7_QB5629_2019-08-29_E02	1028307.3.NC_015663	97.797	1407	24	7	1	1400	1738748	1740154	0.0	2420	1403	5280350
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.726	1407	25	7	1	1400	4286806	4285400	0.0	2414	1403	4812833
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.512	1407	28	7	1	1400	257274	258680	0.0	2398	1403	4812833
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.512	1407	28	7	1	1400	3544065	3542659	0.0	2398	1403	4812833
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.441	1407	29	7	1	1400	865159	866565	0.0	2392	1403	4812833
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.441	1407	29	7	1	1400	4532635	4531229	0.0	2392	1403	4812833
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.441	1407	28	8	1	1400	4625675	4624270	0.0	2392	1403	4812833
K-A7_QB5629_2019-08-29_E02	640513.3.NC_015968	97.441	1407	29	7	1	1400	4750539	4749133	0.0	2392	1403	4812833
K-A7_QB5629_2019-08-29_E02	82977.3.JPRU01000007	97.656	1408	24	9	1	1400	22103	23509	0.0	2409	1403	100929
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.655	1407	26	7	1	1400	1762983	1761577	0.0	2409	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.655	1407	26	7	1	1400	2374115	2372709	0.0	2409	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.655	1407	26	7	1	1400	2414085	2412679	0.0	2409	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.655	1407	26	7	1	1400	2629168	2627762	0.0	2409	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.655	1407	26	7	1	1400	3051237	3052643	0.0	2409	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.655	1407	26	7	1	1400	3663445	3664851	0.0	2409	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.6.CP009451	97.512	1407	28	7	1	1400	2501932	2500526	0.0	2398	1403	4876443
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.587	1409	25	9	1	1400	1124152	1125560	0.0	2405	1403	4965436
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.584	1407	27	7	1	1400	1329087	1330493	0.0	2403	1403	4965436
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.512	1407	28	7	1	1400	697781	696375	0.0	2398	1403	4965436
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.512	1407	28	7	1	1400	1369572	1370978	0.0	2398	1403	4965436
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.445	1409	27	9	1	1400	63482	62074	0.0	2394	1403	4965436
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.370	1407	30	7	1	1400	1992796	1994202	0.0	2386	1403	4965436
K-A7_QB5629_2019-08-29_E02	158822.7.CP009458	97.303	1409	29	9	1	1400	1241665	1243073	0.0	2383	1403	4965436
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.584	1407	27	7	1	1400	1575524	1576930	0.0	2403	1403	4327607
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.512	1407	28	7	1	1400	683137	684543	0.0	2398	1403	4327607
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.512	1407	28	7	1	1400	923434	924840	0.0	2398	1403	4327607
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.512	1407	28	7	1	1400	3870136	3868730	0.0	2398	1403	4327607
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.441	1407	29	7	1	1400	244415	243009	0.0	2392	1403	4327607
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.441	1407	29	7	1	1400	281178	279772	0.0	2392	1403	4327607
K-A7_QB5629_2019-08-29_E02	1076550.3.CP009454	97.230	1408	31	8	1	1400	553917	555324	0.0	2377	1403	4327607
K-A7_QB5629_2019-08-29_E02	1225184.4.ALXE01000006	97.512	1407	28	7	1	1400	1538	132	0.0	2398	1403	1753
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.512	1407	28	7	1	1400	20417	21823	0.0	2398	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.512	1407	28	7	1	1400	251230	252636	0.0	2398	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.372	1408	28	9	1	1400	469719	471125	0.0	2386	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.301	1408	29	9	1	1400	163798	165204	0.0	2381	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.086	1407	34	7	1	1400	3893175	3891769	0.0	2364	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.086	1407	34	7	1	1400	4562033	4560627	0.0	2364	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.017	1408	33	9	1	1400	811584	812990	0.0	2359	1403	4803917
K-A7_QB5629_2019-08-29_E02	83655.10.CP013990	97.017	1408	33	9	1	1400	1205671	1207077	0.0	2359	1403	4803917
K-A7_QB5629_2019-08-29_E02	82977.3.JPRU01000006	97.372	1408	28	9	1	1400	3016	1610	0.0	2394	1403	130381
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.441	1407	29	7	1	1400	250933	252339	0.0	2392	1403	4518712
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.443	1408	27	9	1	1400	3347744	3346338	0.0	2392	1403	4518712
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.441	1407	29	7	1	1400	4028977	4027571	0.0	2392	1403	4518712
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.443	1408	27	9	1	1400	4274540	4273134	0.0	2392	1403	4518712
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.443	1408	27	9	1	1400	4365613	4364207	0.0	2392	1403	4518712
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.086	1407	34	7	1	1400	4471207	4469801	0.0	2364	1403	4518712
K-A7_QB5629_2019-08-29_E02	399742.10.NC_009436	97.017	1408	33	9	1	1400	838284	839690	0.0	2359	1403	4518712
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.938	1412	10	5	1	1409	172441	171032	0.0	2519	1409	4050093
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.938	1412	10	5	1	1409	447266	448675	0.0	2519	1409	4050093
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.938	1412	10	5	1	1409	1037880	1039289	0.0	2519	1409	4050093
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.868	1414	9	7	1	1409	51176	49765	0.0	2516	1409	4050093
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.867	1412	11	5	1	1409	410557	411966	0.0	2514	1409	4050093
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.867	1412	11	5	1	1409	3351772	3350363	0.0	2514	1409	4050093
K-C10_QB5629_2019-08-29_A03	549.24.CP014129	98.867	1412	11	5	1	1409	3834525	3833116	0.0	2514	1409	4050093
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.586	1414	12	8	1	1409	96829	98239	0.0	2494	1409	4605545
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.586	1414	12	8	1	1409	222934	224344	0.0	2494	1409	4605545
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.586	1414	12	8	1	1409	479338	480748	0.0	2494	1409	4605545
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.586	1414	12	8	1	1409	4432286	4430876	0.0	2494	1409	4605545
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.586	1414	12	8	1	1409	4469757	4468347	0.0	2494	1409	4605545
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.515	1414	13	8	1	1409	3639733	3638323	0.0	2488	1409	4605545
K-C10_QB5629_2019-08-29_A03	553.3.NC_016816	98.446	1416	12	10	1	1409	1056351	1057763	0.0	2484	1409	4605545
K-C10_QB5629_2019-08-29_A03	706191.3.NC_013956	98.584	1412	15	5	1	1409	3984941	3983532	0.0	2492	1409	4690298
K-C10_QB5629_2019-08-29_A03	706191.3.NC_013956	98.513	1412	15	6	1	1409	4240414	4239006	0.0	2486	1409	4690298
K-C10_QB5629_2019-08-29_A03	706191.3.NC_013956	98.442	1412	16	6	1	1409	959685	961093	0.0	2481	1409	4690298
K-C10_QB5629_2019-08-29_A03	706191.3.NC_013956	98.233	1415	17	8	1	1409	3374223	3372811	0.0	2468	1409	4690298
K-C10_QB5629_2019-08-29_A03	706191.3.NC_013956	98.232	1414	17	8	1	1409	235047	236457	0.0	2466	1409	4690298
K-C10_QB5629_2019-08-29_A03	706191.3.NC_013956	98.232	1414	17	8	1	1409	272620	274030	0.0	2466	1409	4690298
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000008	97.313	1414	31	7	1	1409	67	1478	0.0	2394	1409	1588
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000005	97.313	1414	31	7	1	1409	273946	275357	0.0	2394	1409	1252620
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000004	97.313	1414	31	7	1	1409	5014	3603	0.0	2394	1409	376049
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000004	97.313	1414	31	7	1	1409	111768	110357	0.0	2394	1409	376049
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000004	97.313	1414	31	7	1	1409	243023	241612	0.0	2394	1409	376049
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000003	97.313	1414	31	7	1	1409	199823	198412	0.0	2394	1409	235354
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000002	97.313	1414	31	7	1	1409	734816	733405	0.0	2394	1409	1139861
K-C10_QB5629_2019-08-29_A03	1267600.3.JFGT01000002	97.313	1414	31	7	1	1409	917927	916516	0.0	2394	1409	1139861
K-C10_QB5629_2019-08-29_A03	660596.6.AHIE01000042	97.242	1414	32	7	1	1409	548	1959	0.0	2388	1409	6892
K-C10_QB5629_2019-08-29_A03	470934.10.JUQR01000382	96.818	1414	38	7	1	1409	150	1561	0.0	2355	1409	1689
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.576	1414	3	3	1	1414	2998506	2999916	0.0	2575	1415	6000511
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.505	1414	4	3	1	1414	1295676	1294266	0.0	2569	1415	6000511
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.505	1414	4	3	1	1414	1557472	1556062	0.0	2569	1415	6000511
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.505	1414	4	3	1	1414	1730365	1728955	0.0	2569	1415	6000511
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.434	1414	5	3	1	1414	367603	366193	0.0	2564	1415	6000511
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.434	1414	5	3	1	1414	2211988	2213398	0.0	2564	1415	6000511
K-D4_QB5629_2019-08-29_B03	47917.8.CP011254	99.434	1414	5	3	1	1414	2253055	2254465	0.0	2564	1415	6000511
K-D4_QB5629_2019-08-29_B03	1332070.3.ASZB01000040	99.505	1414	4	3	1	1414	277	1687	0.0	2569	1415	1817
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006252	98.165	1417	19	7	1	1414	4082844	4081432	0.0	2466	1415	5238612
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006252	98.163	1415	21	5	1	1414	264396	265806	0.0	2464	1415	5238612
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006252	98.163	1415	21	5	1	1414	5171839	5170429	0.0	2464	1415	5238612
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006252	98.021	1415	23	5	1	1414	4799863	4798453	0.0	2453	1415	5238612
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006252	97.953	1417	22	7	1	1414	5043519	5042107	0.0	2449	1415	5238612
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006252	97.742	1417	25	7	1	1414	802673	804085	0.0	2433	1415	5238612
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	98.024	1417	21	7	1	1414	336576	337988	0.0	2455	1415	5448853
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	98.024	1417	21	7	1	1414	4148991	4147579	0.0	2455	1415	5448853
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	97.812	1417	24	7	1	1414	5429724	5428312	0.0	2438	1415	5448853
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	97.742	1417	25	7	1	1414	298613	300025	0.0	2433	1415	5448853
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	97.671	1417	26	7	1	1414	983494	984906	0.0	2427	1415	5448853
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	97.671	1417	26	7	1	1414	4998939	4997527	0.0	2427	1415	5448853
K-D4_QB5629_2019-08-29_B03	399741.7.NC_009832	97.671	1417	26	7	1	1414	5282037	5280625	0.0	2427	1415	5448853
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.811	1416	25	6	1	1414	288528	289939	0.0	2438	1415	5328010
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.740	1416	26	6	1	1414	817354	818765	0.0	2433	1415	5328010
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.740	1416	26	6	1	1414	4871662	4870251	0.0	2433	1415	5328010
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.740	1416	26	6	1	1414	5148240	5146829	0.0	2433	1415	5328010
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.740	1416	26	6	1	1414	5279247	5277836	0.0	2433	1415	5328010
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.671	1417	26	7	1	1414	249317	250729	0.0	2427	1415	5328010
K-D4_QB5629_2019-08-29_B03	682634.4.CP006250	97.669	1416	27	6	1	1414	4193787	4192376	0.0	2427	1415	5328010
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.528	1416	29	6	1	1414	4214372	4212961	0.0	2416	1415	5467306
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.458	1416	30	6	1	1414	248479	249890	0.0	2410	1415	5467306
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.458	1416	30	6	1	1414	287687	289098	0.0	2410	1415	5467306
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.458	1416	30	6	1	1414	5016613	5015202	0.0	2410	1415	5467306
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.458	1416	30	6	1	1414	5287704	5286293	0.0	2410	1415	5467306
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.459	1417	29	7	1	1414	5418612	5417200	0.0	2410	1415	5467306
K-D4_QB5629_2019-08-29_B03	1348660.3.CP006566	97.250	1418	31	8	1	1414	883664	885077	0.0	2396	1415	5467306
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006253	97.459	1417	29	7	1	1414	2576	1164	0.0	2410	1415	44107
K-D4_QB5629_2019-08-29_B03	1346614.3.CP006253	99.379	322	2	0	1093	1414	44107	43786	3.48e-163	584	1415	44107
K-D4_QB5629_2019-08-29_B03	1410619.3.AYKS01000492	97.246	1416	33	6	1	1414	536	1947	0.0	2398	1415	6741
K-D4_QB5629_2019-08-29_B03	1453496.5.CP009706	97.248	1417	32	7	1	1414	449085	450497	0.0	2394	1415	4712721
K-D4_QB5629_2019-08-29_B03	1453496.5.CP009706	97.177	1417	33	7	1	1414	1069677	1071089	0.0	2388	1415	4712721
K-D4_QB5629_2019-08-29_B03	1453496.5.CP009706	97.177	1417	33	7	1	1414	4066368	4064956	0.0	2388	1415	4712721
