model1,model2,media,monoculture growth model1,monoculture growth model2,coculture growth model1,coculture growth model2,community growth,MRO_model1,MRO_model2,CIP,MIP_model1 (costless),MIP_model2 (costless),BSS_model1,BSS_model2,PC_model1,PC_model2,PC_comm,BIT,GYD1,GYD2
CF.genome.mdl,PAr.genome.mdl,M9_L-Arabinose,27.05,8.4797,29.537478435825392,14.793521564174611,44.331,72.000% (18/25),64.286% (18/28),5,0 (0),0 (0),64.286%,52.0%,1.092,1.7446,1.2477,commensalism,0.68652,-2.19
CF.genome.mdl,PAr.genome.mdl,M9_Serine,22.6,18.768,30.27821314633755,6.98678685366245,37.265,72.000% (18/25),64.286% (18/28),7,0 (0),0 (0),64.286%,52.0%,1.3397,0.37227,0.90082,parasitism,0.16956,-0.20418
CF.genome.mdl,PAr.genome.mdl,M9_Xylose,0.41024,0.0,0.3984684142043424,0.12833158579565768,0.5268,72.000% (18/25),64.286% (18/28),4,0 (0),0 (0),64.286%,52.0%,0.97131,,1.2841,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Lactose,0.41024,0.0,0.3984684142043424,0.12833158579565768,0.5268,72.000% (18/25),64.286% (18/28),4,0 (0),0 (0),64.286%,52.0%,0.97131,,1.2841,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Maltose,52.122,33.994,64.51333572019921,14.518664279800785,79.032,72.000% (18/25),64.286% (18/28),12,0 (0),0 (0),64.286%,52.0%,1.2377,0.42709,0.91774,parasitism,0.3478,-0.53327
CF.genome.mdl,PAr.genome.mdl,M9_Melezitose,0.41024,0.0,0.3984684142043424,0.12833158579565768,0.5268,72.000% (18/25),64.286% (18/28),4,0 (0),0 (0),64.286%,52.0%,0.97131,,1.2841,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Mix,69.753,51.298,87.48730741254079,18.312692587459207,105.8,72.000% (18/25),64.286% (18/28),16,0 (0),3 (2),64.286%,52.0%,1.2542,0.35699,0.87401,parasitism,0.26458,-0.35976
CF.genome.mdl,PAr.genome.mdl,M9_No_Glucose,0.41024,0.0,0.3984684142043424,0.12833158579565768,0.5268,72.000% (18/25),64.286% (18/28),4,0 (0),0 (0),64.286%,52.0%,0.97131,,1.2841,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Pyruvate,22.334,16.594,29.865522994888718,6.9644770051112825,36.83,72.000% (18/25),64.286% (18/28),5,0 (0),0 (0),64.286%,52.0%,1.3372,0.4197,0.94611,parasitism,0.25701,-0.34591
CF.genome.mdl,PAr.genome.mdl,M9_Rhamnose,30.043,0.0,43.77109946087355,5.329900539126451,49.101,72.000% (18/25),64.286% (18/28),6,0 (0),0 (0),64.286%,52.0%,1.4569,,1.6344,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Sorbitol,33.49,11.452,28.973891854501574,17.140108145498417,46.114,72.000% (18/25),64.286% (18/28),7,0 (0),0 (0),64.286%,52.0%,0.86515,1.4967,1.0261,parasitism,0.65805,-1.9244
CF.genome.mdl,PAr.genome.mdl,M9_Succinate,32.875,23.589,40.47322220755645,5.728777792443554,46.202,72.000% (18/25),64.286% (18/28),5,0 (0),1 (0),64.286%,52.0%,1.2311,0.24286,0.81826,parasitism,0.28246,-0.39366
CF.genome.mdl,PAr.genome.mdl,M9_Sucrose,0.41024,0.0,0.3984684142043424,0.12833158579565768,0.5268,72.000% (18/25),64.286% (18/28),4,0 (0),0 (0),64.286%,52.0%,0.97131,,1.2841,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Trehalose,52.122,33.994,64.51333570983013,14.518664290169859,79.032,72.000% (18/25),64.286% (18/28),13,0 (0),1 (1),64.286%,52.0%,1.2377,0.42709,0.91774,parasitism,0.3478,-0.53327
CF.genome.mdl,PAr.genome.mdl,M9_Uridine,41.783,0.0,54.465735880036256,9.329264119963748,63.795,72.000% (18/25),64.286% (18/28),6,0 (0),0 (0),64.286%,52.0%,1.3035,,1.5268,,1.0,
CF.genome.mdl,PAr.genome.mdl,M9_Water,0.41024,0.0,0.3984684142043424,0.12833158579565768,0.5268,72.000% (18/25),64.286% (18/28),4,0 (0),0 (0),64.286%,52.0%,0.97131,,1.2841,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Alanine,22.334,3.2814e-14,28.73316995044743,4.415830049552569,33.149,72.000% (18/25),60.000% (18/30),23,0 (0),0 (0),66.667%,52.0%,1.2865,134570000000000.0,1.4842,,1.0,-680620000000000.0
CF.genome.mdl,PH.genome.mdl,M9_Arginine,14.765,16.642,27.806311445847108,8.08968855415289,35.896,72.000% (18/25),60.000% (18/30),6,2 (0),2 (0),66.667%,52.0%,1.8833,0.4861,1.1429,parasitism,-0.12712,0.11279
CF.genome.mdl,PH.genome.mdl,M9_Fructose,39.392,29.503,37.534058851327174,16.55194114867282,54.086,72.000% (18/25),60.000% (18/30),9,0 (0),0 (0),66.667%,52.0%,0.95283,0.56103,0.78505,amensalism,0.25104,-0.33519
CF.genome.mdl,PH.genome.mdl,M9_GlcNAc,39.474,26.912,48.731470931583765,8.979529068416236,57.711,72.000% (18/25),60.000% (18/30),12,0 (0),0 (0),66.667%,52.0%,1.2345,0.33366,0.86932,parasitism,0.31823,-0.46678
CF.genome.mdl,PH.genome.mdl,M9_Acetate,11.167,7.643,17.51067030384367,4.588329696156329,22.099,72.000% (18/25),60.000% (18/30),2,0 (0),2 (0),66.667%,52.0%,1.5681,0.60033,1.1749,parasitism,0.31557,-0.46108
CF.genome.mdl,PH.genome.mdl,M9_Arabinogalactan,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Cellobiose,52.122,0.0,64.0257567273306,14.635243272669399,78.661,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,1.2284,,1.5092,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Citrate,33.727,20.245,37.10004889221428,7.091951107785716,44.192,72.000% (18/25),60.000% (18/30),7,1 (0),2 (0),66.667%,52.0%,1.1,0.35031,0.81879,parasitism,0.39974,-0.66594
CF.genome.mdl,PH.genome.mdl,M9_D-Arabinose,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Glucose,39.392,26.545,37.5336904829477,16.552309517052308,54.086,72.000% (18/25),60.000% (18/30),9,0 (0),0 (0),66.667%,52.0%,0.95283,0.62356,0.82027,amensalism,0.32613,-0.48397
CF.genome.mdl,PH.genome.mdl,M9_Glutamine,22.564,18.332,32.51948894745816,5.05251105254185,37.572,72.000% (18/25),60.000% (18/30),5,1 (0),2 (0),66.667%,52.0%,1.4412,0.27561,0.91872,parasitism,0.18756,-0.23085
CF.genome.mdl,PH.genome.mdl,M9_Isoleucine,0.4265,11.729,11.103827081032662,2.065172918967337,13.169,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,26.035,0.17607,1.0834,parasitism,-26.501,0.96364
CF.genome.mdl,PH.genome.mdl,M9_Mannitol,33.49,10.968,27.345403492729076,17.37159650727092,44.717,72.000% (18/25),60.000% (18/30),7,0 (0),0 (0),66.667%,52.0%,0.81652,1.5838,1.0058,parasitism,0.6725,-2.0534
CF.genome.mdl,PH.genome.mdl,M9_Mannose,39.392,26.545,37.46565706094505,16.620342939054954,54.086,72.000% (18/25),60.000% (18/30),9,0 (0),0 (0),66.667%,52.0%,0.9511,0.62612,0.82027,amensalism,0.32613,-0.48397
CF.genome.mdl,PH.genome.mdl,M9_Proline,26.633,24.001,38.28387447825386,10.019125521746142,48.303,72.000% (18/25),60.000% (18/30),8,0 (0),0 (0),66.667%,52.0%,1.4375,0.41745,0.95396,parasitism,0.098825,-0.10966
CF.genome.mdl,PH.genome.mdl,M9_Raffinose,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Fumarate,32.875,23.502,36.98104996279581,5.858950037204192,42.84,72.000% (18/25),60.000% (18/30),6,1 (0),1 (0),66.667%,52.0%,1.1249,0.2493,0.75988,parasitism,0.28511,-0.39882
CF.genome.mdl,PH.genome.mdl,M9_Galactose,28.681,10.188,31.076752416834157,15.16624758316585,46.243,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,1.0835,1.4886,1.1897,commensalism,0.64478,-1.8152
CF.genome.mdl,PH.genome.mdl,M9_Glycerol,26.678,22.039,17.85225259679371,17.382747403206285,35.235,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,0.66918,0.78873,0.72326,competitive,0.17389,-0.21049
CF.genome.mdl,PH.genome.mdl,M9_Ribose,27.05,16.664,29.354264179545957,14.787735820454046,44.142,72.000% (18/25),60.000% (18/30),6,1 (0),1 (0),66.667%,52.0%,1.0852,0.88741,1.0098,amensalism,0.38396,-0.62326
CF.genome.mdl,PH.genome.mdl,M9_L-Arabinose,27.05,0.0,29.35426417955003,14.78773582044997,44.142,72.000% (18/25),60.000% (18/30),5,0 (0),0 (0),66.667%,52.0%,1.0852,,1.6319,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Serine,22.6,18.581,29.12295903051955,4.418040969480449,33.541,72.000% (18/25),60.000% (18/30),6,1 (1),0 (0),66.667%,52.0%,1.2886,0.23777,0.81448,parasitism,0.17783,-0.2163
CF.genome.mdl,PH.genome.mdl,M9_Xylose,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Lactose,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Maltose,52.122,26.955,64.02575672711026,14.635243272889731,78.661,72.000% (18/25),60.000% (18/30),11,0 (0),0 (0),66.667%,52.0%,1.2284,0.54295,0.99474,parasitism,0.48285,-0.93367
CF.genome.mdl,PH.genome.mdl,M9_Melezitose,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Mix,69.753,38.48,85.6426724488777,13.815327551122289,99.458,72.000% (18/25),60.000% (18/30),15,0 (0),2 (1),66.667%,52.0%,1.2278,0.35903,0.91892,parasitism,0.44834,-0.81271
CF.genome.mdl,PH.genome.mdl,M9_No_Glucose,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Pyruvate,22.334,16.396,28.74100163055246,4.40799836944754,33.149,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,1.2869,0.26885,0.8559,parasitism,0.26587,-0.36216
CF.genome.mdl,PH.genome.mdl,M9_Rhamnose,30.043,0.0,43.692960342145824,5.411039657854178,49.104,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,1.4543,,1.6345,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Sorbitol,33.49,0.0,27.34540349270609,17.371596507293912,44.717,72.000% (18/25),60.000% (18/30),7,0 (0),0 (0),66.667%,52.0%,0.81652,,1.3352,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Succinate,32.875,23.502,39.23011844679882,4.968881553201174,44.199,72.000% (18/25),60.000% (18/30),6,0 (0),2 (0),66.667%,52.0%,1.1933,0.21142,0.78399,parasitism,0.28511,-0.39882
CF.genome.mdl,PH.genome.mdl,M9_Sucrose,0.41024,17.364,21.683100151751347,1.6598998482486509,23.343,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,52.855,0.095594,1.3133,parasitism,-41.326,0.97637
CF.genome.mdl,PH.genome.mdl,M9_Trehalose,52.122,0.0,64.02575672718942,14.63524327281059,78.661,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,1.2284,,1.5092,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Uridine,41.783,0.0,54.81255369873407,7.053446301265927,61.866,72.000% (18/25),60.000% (18/30),6,0 (0),0 (0),66.667%,52.0%,1.3118,,1.4807,,1.0,
CF.genome.mdl,PH.genome.mdl,M9_Water,0.41024,0.0,0.4583034773566114,0.0434765226433886,0.50178,72.000% (18/25),60.000% (18/30),4,0 (0),0 (0),66.667%,52.0%,1.1172,,1.2231,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Alanine,22.334,16.541,6.955854011263583,29.831145988736417,36.787,64.000% (16/25),57.143% (16/28),6,0 (0),2 (1),64.286%,52.0%,0.31145,1.8035,0.94629,parasitism,0.25938,-0.35022
CF.genome.mdl,PP.genome.mdl,M9_Arginine,14.765,16.79,8.683025828383826,27.55697417161618,36.24,64.000% (16/25),57.143% (16/28),7,2 (1),2 (1),64.286%,52.0%,0.58808,1.6413,1.1485,parasitism,-0.13715,0.12061
CF.genome.mdl,PP.genome.mdl,M9_Fructose,39.392,29.523,17.127904699270744,38.25709530072926,55.385,64.000% (16/25),57.143% (16/28),9,0 (0),0 (0),64.286%,52.0%,0.43481,1.2958,0.80367,parasitism,0.25053,-0.33428
CF.genome.mdl,PP.genome.mdl,M9_GlcNAc,39.474,0.0,12.115914830947169,47.128085169052824,59.244,64.000% (16/25),57.143% (16/28),7,0 (0),2 (0),64.286%,52.0%,0.30693,,1.5008,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Acetate,11.167,7.6789,7.041981084488331,18.70901891551167,25.751,64.000% (16/25),57.143% (16/28),2,0 (0),1 (0),64.286%,52.0%,0.63061,2.4364,1.3664,parasitism,0.31236,-0.45424
CF.genome.mdl,PP.genome.mdl,M9_Arabinogalactan,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Cellobiose,52.122,0.0,11.274763613888593,67.1762363861114,78.451,64.000% (16/25),57.143% (16/28),6,0 (0),2 (0),64.286%,52.0%,0.21631,,1.5051,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Citrate,33.727,20.337,5.770800881599601,39.58719911840039,45.358,64.000% (16/25),57.143% (16/28),8,0 (0),1 (0),64.286%,52.0%,0.1711,1.9466,0.83897,parasitism,0.39701,-0.65841
CF.genome.mdl,PP.genome.mdl,M9_D-Arabinose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Glucose,39.392,30.346,19.539751394272695,35.785248605727304,55.325,64.000% (16/25),57.143% (16/28),8,0 (0),0 (0),64.286%,52.0%,0.49603,1.1792,0.79333,parasitism,0.22964,-0.2981
CF.genome.mdl,PP.genome.mdl,M9_Glutamine,22.564,8.2462,7.2319488053320296,33.049051194667975,40.281,64.000% (16/25),57.143% (16/28),5,0 (0),1 (0),64.286%,52.0%,0.32051,4.0078,1.3074,parasitism,0.63454,-1.7363
CF.genome.mdl,PP.genome.mdl,M9_Isoleucine,0.4265,13.405,11.641408907139915,18.446591092860082,30.088,64.000% (16/25),57.143% (16/28),8,0 (0),0 (0),64.286%,52.0%,27.295,1.3761,2.1753,mutualism,-30.43,0.96818
CF.genome.mdl,PP.genome.mdl,M9_Mannitol,33.49,0.0,15.522655482349018,29.95734451765098,45.48,64.000% (16/25),57.143% (16/28),7,0 (0),0 (0),64.286%,52.0%,0.4635,,1.358,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Mannose,39.392,30.346,20.733038280182818,34.59196171981719,55.325,64.000% (16/25),57.143% (16/28),8,0 (0),2 (0),64.286%,52.0%,0.52633,1.1399,0.79333,parasitism,0.22964,-0.2981
CF.genome.mdl,PP.genome.mdl,M9_Proline,26.633,24.012,9.906963934139277,38.42503606586072,48.332,64.000% (16/25),57.143% (16/28),9,0 (0),0 (0),64.286%,52.0%,0.37198,1.6002,0.95433,parasitism,0.098412,-0.10915
CF.genome.mdl,PP.genome.mdl,M9_Raffinose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Fumarate,32.875,23.499,6.143682417938698,39.0663175820613,45.21,64.000% (16/25),57.143% (16/28),7,0 (0),1 (0),64.286%,52.0%,0.18688,1.6625,0.80197,parasitism,0.2852,-0.399
CF.genome.mdl,PP.genome.mdl,M9_Galactose,28.681,0.0,13.855703640633584,32.61329635936642,46.469,64.000% (16/25),57.143% (16/28),6,1 (0),0 (0),64.286%,52.0%,0.4831,,1.6202,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Glycerol,26.678,21.757,15.716560412523302,19.3584395874767,35.075,64.000% (16/25),57.143% (16/28),7,1 (0),0 (0),64.286%,52.0%,0.58912,0.88976,0.72417,competitive,0.18446,-0.22618
CF.genome.mdl,PP.genome.mdl,M9_Ribose,27.05,19.133,12.234258131230085,31.694741868769917,43.929,64.000% (16/25),57.143% (16/28),6,2 (0),0 (0),64.286%,52.0%,0.45228,1.6565,0.95119,parasitism,0.29268,-0.41379
CF.genome.mdl,PP.genome.mdl,M9_L-Arabinose,27.05,0.0,12.23425813117872,31.694741868821282,43.929,64.000% (16/25),57.143% (16/28),5,0 (0),0 (0),64.286%,52.0%,0.45228,,1.624,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Serine,22.6,18.697,6.972545905829182,30.248454094170814,37.221,64.000% (16/25),57.143% (16/28),7,0 (0),0 (0),64.286%,52.0%,0.30852,1.6178,0.9013,parasitism,0.1727,-0.20875
CF.genome.mdl,PP.genome.mdl,M9_Xylose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Lactose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Maltose,52.122,33.582,11.274763612206048,67.17623638779395,78.451,64.000% (16/25),57.143% (16/28),11,0 (0),2 (1),64.286%,52.0%,0.21631,2.0004,0.91537,parasitism,0.3557,-0.55208
CF.genome.mdl,PP.genome.mdl,M9_Melezitose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Mix,69.753,51.099,18.438228201247526,87.70177179875247,106.14,64.000% (16/25),57.143% (16/28),18,1 (1),2 (1),64.286%,52.0%,0.26434,1.7163,0.87826,parasitism,0.26743,-0.36506
CF.genome.mdl,PP.genome.mdl,M9_No_Glucose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Pyruvate,22.334,16.541,6.955854011276485,29.831145988723517,36.787,64.000% (16/25),57.143% (16/28),5,0 (0),0 (0),64.286%,52.0%,0.31145,1.8035,0.94629,parasitism,0.25938,-0.35022
CF.genome.mdl,PP.genome.mdl,M9_Rhamnose,30.043,0.0,5.282116829067319,43.76488317093268,49.047,64.000% (16/25),57.143% (16/28),6,0 (0),0 (0),64.286%,52.0%,0.17582,,1.6326,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Sorbitol,33.49,0.0,15.522655482798102,29.957344517201896,45.48,64.000% (16/25),57.143% (16/28),7,0 (0),0 (0),64.286%,52.0%,0.4635,,1.358,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Succinate,32.875,23.499,5.716393388691558,40.429606611308444,46.146,64.000% (16/25),57.143% (16/28),6,2 (0),1 (0),64.286%,52.0%,0.17388,1.7205,0.81857,parasitism,0.2852,-0.399
CF.genome.mdl,PP.genome.mdl,M9_Sucrose,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Trehalose,52.122,0.0,11.274763620506324,67.17623637949367,78.451,64.000% (16/25),57.143% (16/28),6,0 (0),1 (1),64.286%,52.0%,0.21631,,1.5051,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Uridine,41.783,0.0,9.779733616428267,53.94226638357173,63.722,64.000% (16/25),57.143% (16/28),6,0 (0),0 (0),64.286%,52.0%,0.23406,,1.5251,,1.0,
CF.genome.mdl,PP.genome.mdl,M9_Water,0.41024,0.0,0.12303622003411537,0.40320377996588475,0.52624,64.000% (16/25),57.143% (16/28),4,0 (0),0 (0),64.286%,52.0%,0.29991,,1.2828,,1.0,
CF.genome.mdl,KA.genome.mdl,M9_Alanine,22.334,22.126,16.249236004702503,17.25176399529749,33.501,84.000% (21/25),87.500% (21/24),6,0 (0),0 (0),62.5%,52.0%,0.72756,0.77971,0.75351,competitive,0.0093132,-0.0094007
CF.genome.mdl,KA.genome.mdl,M9_Arginine,14.765,14.623,13.50073235799882,12.939267642001182,26.44,84.000% (21/25),87.500% (21/24),5,1 (0),0 (0),62.5%,52.0%,0.91437,0.88486,0.89969,amensalism,0.0096173,-0.0097107
CF.genome.mdl,KA.genome.mdl,M9_Fructose,39.392,39.307,20.377710105924795,28.0412898940752,48.419,84.000% (21/25),87.500% (21/24),7,1 (1),0 (0),62.5%,52.0%,0.51731,0.71339,0.61524,competitive,0.0021578,-0.0021625
CF.genome.mdl,KA.genome.mdl,M9_GlcNAc,39.474,39.103,24.630779760353864,28.639220239646132,53.27,84.000% (21/25),87.500% (21/24),8,0 (0),0 (0),62.5%,52.0%,0.62397,0.7324,0.67793,competitive,0.0093986,-0.0094878
CF.genome.mdl,KA.genome.mdl,M9_Acetate,11.167,11.063,11.51996935239071,10.81403064760929,22.334,84.000% (21/25),87.500% (21/24),2,1 (0),1 (0),62.5%,52.0%,1.0316,0.9775,1.0047,neutral,0.0093132,-0.0094007
CF.genome.mdl,KA.genome.mdl,M9_Cellobiose,52.122,51.637,25.990332393819116,41.79266760618089,67.783,84.000% (21/25),87.500% (21/24),7,0 (0),0 (0),62.5%,52.0%,0.49864,0.80936,0.65327,competitive,0.0093051,-0.0093925
CF.genome.mdl,KA.genome.mdl,M9_Citrate,33.727,33.453,18.693825026346087,22.601174973653915,41.295,84.000% (21/25),87.500% (21/24),6,1 (0),0 (0),62.5%,52.0%,0.55427,0.67561,0.61469,competitive,0.0081241,-0.0081906
CF.genome.mdl,KA.genome.mdl,M9_Glucose,39.392,38.593,20.377710105912506,28.041289894087495,48.419,84.000% (21/25),87.500% (21/24),8,0 (0),0 (0),62.5%,52.0%,0.51731,0.72659,0.62088,competitive,0.020283,-0.020703
CF.genome.mdl,KA.genome.mdl,M9_Glutamine,22.564,22.353,16.80925654890499,17.037743451095004,33.847,84.000% (21/25),87.500% (21/24),4,2 (0),0 (0),62.5%,52.0%,0.74496,0.76221,0.75355,competitive,0.0093512,-0.0094394
CF.genome.mdl,KA.genome.mdl,M9_Mannitol,33.49,31.4,15.620049026135888,23.05095097386411,38.671,84.000% (21/25),87.500% (21/24),8,0 (0),0 (0),62.5%,52.0%,0.46641,0.73411,0.59595,competitive,0.062407,-0.066561
CF.genome.mdl,KA.genome.mdl,M9_Mannose,39.392,38.593,20.37771010590732,28.041289894092674,48.419,84.000% (21/25),87.500% (21/24),8,0 (0),0 (0),62.5%,52.0%,0.51731,0.72659,0.62088,competitive,0.020283,-0.020703
CF.genome.mdl,KA.genome.mdl,M9_Proline,26.633,24.503,19.785868502031736,18.68413149796826,38.47,84.000% (21/25),87.500% (21/24),7,1 (1),1 (1),62.5%,52.0%,0.74291,0.76252,0.75231,competitive,0.079976,-0.086928
CF.genome.mdl,KA.genome.mdl,M9_Fumarate,32.875,32.575,19.907534509389407,20.6794654906106,40.587,84.000% (21/25),87.500% (21/24),4,1 (0),0 (0),62.5%,52.0%,0.60555,0.63483,0.62012,competitive,0.0091255,-0.0092095
CF.genome.mdl,KA.genome.mdl,M9_Galactose,28.681,28.464,19.690480757254804,18.506519242745203,38.197,84.000% (21/25),87.500% (21/24),6,0 (0),0 (0),62.5%,52.0%,0.68653,0.65017,0.66842,competitive,0.007566,-0.0076237
CF.genome.mdl,KA.genome.mdl,M9_Glycerol,26.678,26.665,0.0,26.678,26.678,84.000% (21/25),87.500% (21/24),5,0 (0),0 (0),62.5%,52.0%,0.0,1.0005,0.50012,amensalism,0.00048729,-0.00048753
CF.genome.mdl,KA.genome.mdl,M9_Ribose,27.05,26.863,18.12626609700885,19.08473390299115,37.211,84.000% (21/25),87.500% (21/24),5,0 (0),0 (0),62.5%,52.0%,0.6701,0.71045,0.6902,competitive,0.0069131,-0.0069612
CF.genome.mdl,KA.genome.mdl,M9_L-Arabinose,27.05,26.863,18.12626609701449,19.084733902985505,37.211,84.000% (21/25),87.500% (21/24),5,0 (0),0 (0),62.5%,52.0%,0.6701,0.71045,0.6902,competitive,0.0069131,-0.0069612
CF.genome.mdl,KA.genome.mdl,M9_Serine,22.6,22.388,15.766679141134492,18.133320858865503,33.9,84.000% (21/25),87.500% (21/24),6,0 (0),0 (0),62.5%,52.0%,0.69764,0.80996,0.75353,competitive,0.0093805,-0.0094694
CF.genome.mdl,KA.genome.mdl,M9_Maltose,52.122,51.637,25.990332393813134,41.79266760618687,67.783,84.000% (21/25),87.500% (21/24),6,0 (0),0 (0),62.5%,52.0%,0.49864,0.80936,0.65327,competitive,0.0093051,-0.0093925
CF.genome.mdl,KA.genome.mdl,M9_Mix,69.753,69.4,36.25262910589075,54.530370894109254,90.783,84.000% (21/25),87.500% (21/24),13,1 (0),3 (0),62.5%,52.0%,0.51973,0.78574,0.6524,competitive,0.0050607,-0.0050865
CF.genome.mdl,KA.genome.mdl,M9_Pyruvate,22.334,22.126,15.538998236444662,17.96200176355534,33.501,84.000% (21/25),87.500% (21/24),5,0 (0),0 (0),62.5%,52.0%,0.69576,0.81181,0.75351,competitive,0.0093132,-0.0094007
CF.genome.mdl,KA.genome.mdl,M9_Rhamnose,30.043,29.743,19.908763176842875,22.151236823157124,42.06,84.000% (21/25),87.500% (21/24),6,0 (0),0 (0),62.5%,52.0%,0.66268,0.74475,0.70351,competitive,0.0099857,-0.010086
CF.genome.mdl,KA.genome.mdl,M9_Sorbitol,33.49,31.4,15.620049026135753,23.050950973864243,38.671,84.000% (21/25),87.500% (21/24),8,2 (0),2 (0),62.5%,52.0%,0.46641,0.73411,0.59595,competitive,0.062407,-0.066561
CF.genome.mdl,KA.genome.mdl,M9_Succinate,32.875,32.575,21.65090087560898,22.182099124391016,43.833,84.000% (21/25),87.500% (21/24),5,1 (0),1 (0),62.5%,52.0%,0.65858,0.68095,0.66972,competitive,0.0091255,-0.0092095
