model1,model2,media,monoculture growth model1,monoculture growth model2,coculture growth model1,coculture growth model2,community growth,MRO_model1,MRO_model2,CIP,MIP_model1 (costless),MIP_model2 (costless),BSS_model1,BSS_model2,PC_model1,PC_model2,PC_comm,BIT,GYD1,GYD2
KA,PH,M9_No_Glucose,0.41024,0.0,0.058221,0.4385,0.49672,66.667% (16/24),53.333% (16/30),4,0 (0),0 (0),66.667%,62.5%,0.14192,,1.2108,,1.0,
KA,PH,M9_Pyruvate,22.126,16.396,4.3461,28.5,32.846,66.667% (16/24),53.333% (16/30),5,0 (0),0 (0),66.667%,62.5%,0.19642,1.7382,0.85266,parasitism,0.25897,-0.34948
KA,PH,M9_Rhamnose,29.743,0.0,5.3883,42.502,47.89,66.667% (16/24),53.333% (16/30),6,0 (0),0 (0),66.667%,62.5%,0.18116,,1.6101,,1.0,
KA,PH,M9_Sorbitol,31.4,0.0,17.028,22.883,39.911,66.667% (16/24),53.333% (16/30),7,0 (0),0 (0),66.667%,62.5%,0.5423,,1.2711,,1.0,
KA,PH,M9_Succinate,32.575,23.502,4.8293,38.965,43.794,66.667% (16/24),53.333% (16/30),6,2 (0),2 (0),66.667%,62.5%,0.14825,1.6579,0.78096,parasitism,0.27853,-0.38605
KA,PH,M9_Sucrose,0.41024,17.364,1.6599,21.683,23.343,66.667% (16/24),53.333% (16/30),6,0 (0),1 (1),66.667%,62.5%,4.0462,1.2487,1.3133,mutualism,-41.326,0.97637
KA,PH,M9_Trehalose,51.637,0.0,12.479,65.28,77.759,66.667% (16/24),53.333% (16/30),6,1 (0),0 (0),66.667%,62.5%,0.24167,,1.5059,,1.0,
KA,PH,M9_Uridine,41.409,0.0,8.1628,53.585,61.748,66.667% (16/24),53.333% (16/30),6,1 (0),0 (0),66.667%,62.5%,0.19713,,1.4912,,1.0,
KA,PH,M9_Water,0.41024,0.0,0.058221,0.4385,0.49672,66.667% (16/24),53.333% (16/30),4,0 (0),0 (0),66.667%,62.5%,0.14192,,1.2108,,1.0,
PH,PAr,M9_Alanine,0.0,5.0782,4.8833,0.20377,5.0871,90.000% (27/30),96.429% (27/28),4,1 (0),0 (0),60.714%,66.667%,,0.040126,1.0018,,,1.0
PH,PAr,M9_Arginine,16.642,16.845,22.653,4.3589,27.012,90.000% (27/30),96.429% (27/28),6,1 (0),2 (0),60.714%,66.667%,1.3612,0.25877,0.80664,parasitism,-0.012198,0.012051
PH,PAr,M9_Fructose,29.503,29.621,36.965,6.6501,43.615,90.000% (27/30),96.429% (27/28),11,0 (0),0 (0),60.714%,66.667%,1.2529,0.22451,0.73769,parasitism,-0.0039996,0.0039837
PH,PAr,M9_GlcNAc,26.912,33.245,36.052,9.666,45.718,90.000% (27/30),96.429% (27/28),10,0 (0),0 (0),60.714%,66.667%,1.3396,0.29075,0.75998,parasitism,-0.23532,0.19049
PH,PAr,M9_Acetate,7.643,7.7051,11.774,3.6455,15.419,90.000% (27/30),96.429% (27/28),4,1 (0),1 (0),60.714%,66.667%,1.5404,0.47312,1.0046,parasitism,-0.0081251,0.0080596
PH,PAr,M9_Citrate,20.245,20.404,23.871,4.8095,28.681,90.000% (27/30),96.429% (27/28),7,2 (0),2 (0),60.714%,66.667%,1.1791,0.23572,0.70558,parasitism,-0.0078538,0.0077926
PH,PAr,M9_Glucose,26.545,30.44,28.653,9.2483,37.901,90.000% (27/30),96.429% (27/28),8,0 (0),0 (0),60.714%,66.667%,1.0794,0.30382,0.6651,amensalism,-0.14673,0.12796
PH,PAr,M9_Glutamine,18.332,18.515,26.94,3.9219,30.862,90.000% (27/30),96.429% (27/28),6,0 (0),1 (0),60.714%,66.667%,1.4696,0.21182,0.83757,parasitism,-0.0099825,0.0098839
PH,PAr,M9_Isoleucine,11.729,13.449,20.206,4.8591,25.065,90.000% (27/30),96.429% (27/28),6,0 (0),0 (0),60.714%,66.667%,1.7227,0.3613,0.99551,parasitism,-0.14665,0.12789
PH,PAr,M9_Mannitol,10.968,11.141,18.924,3.1574,22.081,90.000% (27/30),96.429% (27/28),3,0 (0),0 (0),60.714%,66.667%,1.7253,0.28341,0.99873,parasitism,-0.015773,0.015528
PH,PAr,M9_Mannose,26.545,30.44,28.414,9.4874,37.901,90.000% (27/30),96.429% (27/28),8,0 (0),0 (0),60.714%,66.667%,1.0704,0.31167,0.6651,amensalism,-0.14673,0.12796
PH,PAr,M9_Proline,24.001,24.091,31.3,4.7334,36.033,90.000% (27/30),96.429% (27/28),7,0 (0),0 (0),60.714%,66.667%,1.3041,0.19648,0.74925,parasitism,-0.0037498,0.0037358
PH,PAr,M9_Fumarate,23.502,23.589,25.636,4.4262,30.062,90.000% (27/30),96.429% (27/28),6,2 (0),0 (0),60.714%,66.667%,1.0908,0.18764,0.63838,amensalism,-0.0037018,0.0036882
PH,PAr,M9_Galactose,10.188,10.467,18.712,2.1555,20.867,90.000% (27/30),96.429% (27/28),3,0 (0),0 (0),60.714%,66.667%,1.8366,0.20593,1.0103,parasitism,-0.027385,0.026655
PH,PAr,M9_Glycerol,22.039,21.811,22.866,4.6531,27.519,90.000% (27/30),96.429% (27/28),7,0 (0),0 (0),60.714%,66.667%,1.0375,0.21334,0.62757,amensalism,0.010345,-0.010453
PH,PAr,M9_Ribose,16.664,19.193,24.049,6.3682,30.417,90.000% (27/30),96.429% (27/28),7,0 (0),0 (0),60.714%,66.667%,1.4432,0.3318,0.84829,parasitism,-0.15176,0.13177
PH,PAr,M9_L-Arabinose,0.0,8.4797,7.6604,0.83214,8.4925,90.000% (27/30),96.429% (27/28),3,0 (0),0 (0),60.714%,66.667%,,0.098133,1.0015,,,1.0
PH,PAr,M9_Serine,18.581,18.768,25.308,5.856,31.164,90.000% (27/30),96.429% (27/28),6,1 (0),4 (0),60.714%,66.667%,1.362,0.31202,0.8344,parasitism,-0.010064,0.0099638
PH,PAr,M9_Maltose,26.955,33.994,35.996,12.057,48.053,90.000% (27/30),96.429% (27/28),12,1 (1),0 (0),60.714%,66.667%,1.3354,0.35469,0.78841,parasitism,-0.26114,0.20707
PH,PAr,M9_Mix,38.48,51.298,61.956,15.002,76.958,90.000% (27/30),96.429% (27/28),14,0 (0),2 (0),60.714%,66.667%,1.6101,0.29245,0.8572,parasitism,-0.33311,0.24987
PH,PAr,M9_Pyruvate,16.396,16.594,24.075,4.9681,29.043,90.000% (27/30),96.429% (27/28),4,1 (0),0 (0),60.714%,66.667%,1.4683,0.29939,0.88036,parasitism,-0.012076,0.011932
PH,PAr,M9_Sorbitol,0.0,11.452,10.465,1.0074,11.472,90.000% (27/30),96.429% (27/28),3,0 (0),0 (0),60.714%,66.667%,,0.087965,1.0017,,,1.0
PH,PAr,M9_Succinate,23.502,23.589,30.679,4.7094,35.388,90.000% (27/30),96.429% (27/28),7,4 (0),2 (0),60.714%,66.667%,1.3054,0.19964,0.75148,parasitism,-0.0037018,0.0036882
PH,PAr,M9_Sucrose,17.364,0.0,19.117,2.4772,21.594,90.000% (27/30),96.429% (27/28),5,1 (1),0 (0),60.714%,66.667%,1.1009,,1.2436,,1.0,
PH,PAr,M9_Trehalose,0.0,33.994,33.481,14.572,48.053,90.000% (27/30),96.429% (27/28),11,1 (1),0 (0),60.714%,66.667%,,0.42866,1.4136,,,1.0
LA,PAl,M9_Alanine,21.965,6.3356,37.318,10.921,48.239,77.273% (17/22),56.667% (17/30),8,0 (0),0 (0),70.0%,59.091%,1.699,1.7237,1.7045,mutualism,0.71156,-2.4669
LA,PAl,M9_Arginine,18.053,15.8,28.802,8.8483,37.65,77.273% (17/22),56.667% (17/30),6,4 (0),2 (0),70.0%,59.091%,1.5954,0.56002,1.1122,parasitism,0.1248,-0.14259
LA,PAl,M9_Fructose,35.724,37.486,49.439,12.085,61.524,77.273% (17/22),56.667% (17/30),8,0 (0),0 (0),70.0%,59.091%,1.3839,0.32239,0.84038,parasitism,-0.049323,0.047004
LA,PAl,M9_GlcNAc,39.378,36.505,55.558,11.354,66.912,77.273% (17/22),56.667% (17/30),11,0 (0),0 (0),70.0%,59.091%,1.4109,0.31102,0.88178,parasitism,0.07296,-0.078702
LA,PAl,M9_Acetate,10.982,14.801,22.721,10.978,33.699,77.273% (17/22),56.667% (17/30),4,0 (0),0 (0),70.0%,59.091%,2.0689,0.74173,1.307,parasitism,-0.34775,0.25802
LA,PAl,M9_Cellobiose,51.209,38.782,61.224,5.6885,66.912,77.273% (17/22),56.667% (17/30),8,0 (0),0 (0),70.0%,59.091%,1.1956,0.14668,0.74354,parasitism,0.24267,-0.32043
LA,PAl,M9_Citrate,30.106,34.648,42.825,12.294,55.119,77.273% (17/22),56.667% (17/30),7,0 (0),1 (0),70.0%,59.091%,1.4225,0.35481,0.85121,parasitism,-0.15087,0.13109
LA,PAl,M9_Glucose,42.735,38.782,49.784,11.74,61.524,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.165,0.30271,0.75474,parasitism,0.0925,-0.10193
LA,PAl,M9_Glutamine,22.188,24.572,36.516,8.2037,44.72,77.273% (17/22),56.667% (17/30),5,0 (0),1 (0),70.0%,59.091%,1.6458,0.33386,0.95637,parasitism,-0.10745,0.097021
LA,PAl,M9_Mannitol,37.871,33.283,39.518,13.178,52.696,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.0435,0.39594,0.74059,amensalism,0.12115,-0.13785
LA,PAl,M9_Mannose,42.735,38.782,49.495,12.029,61.524,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.1582,0.31016,0.75474,parasitism,0.0925,-0.10193
LA,PAl,M9_Proline,24.376,24.572,40.098,8.6365,48.734,77.273% (17/22),56.667% (17/30),7,0 (0),1 (1),70.0%,59.091%,1.645,0.35148,0.99563,parasitism,-0.0080407,0.0079766
LA,PAl,M9_Fumarate,32.51,34.451,44.918,9.9937,54.912,77.273% (17/22),56.667% (17/30),5,1 (0),1 (0),70.0%,59.091%,1.3817,0.29009,0.82006,parasitism,-0.059705,0.056341
LA,PAl,M9_Galactose,30.55,38.782,41.59,12.989,54.579,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.3614,0.33491,0.78721,parasitism,-0.26946,0.21226
LA,PAl,M9_Glycerol,26.514,27.152,22.422,11.662,34.084,77.273% (17/22),56.667% (17/30),7,0 (0),0 (0),70.0%,59.091%,0.84568,0.42949,0.63511,competitive,-0.024063,0.023497
LA,PAl,M9_Ribose,29.064,37.322,44.788,16.423,61.211,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.541,0.44003,0.92205,parasitism,-0.28413,0.22126
LA,PAl,M9_L-Arabinose,40.734,37.056,46.958,12.485,59.443,77.273% (17/22),56.667% (17/30),10,0 (0),0 (0),70.0%,59.091%,1.1528,0.33693,0.76415,parasitism,0.090293,-0.099255
LA,PAl,M9_Serine,22.342,26.112,36.585,11.105,47.69,77.273% (17/22),56.667% (17/30),8,0 (0),0 (0),70.0%,59.091%,1.6375,0.42527,0.98423,parasitism,-0.16874,0.14438
LA,PAl,M9_Lactose,40.639,38.782,54.386,12.526,66.912,77.273% (17/22),56.667% (17/30),7,0 (0),0 (0),70.0%,59.091%,1.3383,0.32297,0.8425,parasitism,0.045695,-0.047883
LA,PAl,M9_Maltose,51.209,38.782,61.224,5.6885,66.912,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.1956,0.14668,0.74354,parasitism,0.24267,-0.32043
LA,PAl,M9_Mix,69.721,54.949,79.57,3.9261,83.496,77.273% (17/22),56.667% (17/30),14,4 (2),1 (0),70.0%,59.091%,1.1413,0.07145,0.66974,parasitism,0.21187,-0.26883
LA,PAl,M9_Pyruvate,21.965,25.783,36.266,11.183,47.449,77.273% (17/22),56.667% (17/30),7,0 (0),0 (0),70.0%,59.091%,1.6511,0.43373,0.99374,parasitism,-0.17382,0.14808
LA,PAl,M9_Rhamnose,31.293,0.82455,45.732,12.029,57.761,77.273% (17/22),56.667% (17/30),8,0 (0),0 (0),70.0%,59.091%,1.4614,14.589,1.7984,mutualism,0.97365,-36.952
LA,PAl,M9_Sorbitol,0.24905,33.283,38.444,14.252,52.696,77.273% (17/22),56.667% (17/30),10,0 (0),0 (0),70.0%,59.091%,154.36,0.4282,1.5715,parasitism,-132.64,0.99252
LA,PAl,M9_Succinate,32.51,34.451,45.619,10.055,55.674,77.273% (17/22),56.667% (17/30),5,1 (0),1 (0),70.0%,59.091%,1.4032,0.29186,0.83144,parasitism,-0.059705,0.056341
LA,PAl,M9_Sucrose,0.24905,38.782,57.754,9.1581,66.912,77.273% (17/22),56.667% (17/30),10,1 (1),0 (0),70.0%,59.091%,231.9,0.23614,1.7143,parasitism,-154.72,0.99358
LA,PAl,M9_Trehalose,51.209,38.782,61.224,5.6885,66.912,77.273% (17/22),56.667% (17/30),9,0 (0),0 (0),70.0%,59.091%,1.1956,0.14668,0.74354,parasitism,0.24267,-0.32043
LA,PAl,M9_Uridine,41.159,0.82455,58.091,9.2858,67.377,77.273% (17/22),56.667% (17/30),10,0 (0),0 (0),70.0%,59.091%,1.4114,11.262,1.6048,mutualism,0.97997,-48.917
BI,PP,M9_Alanine,22.126,16.541,7.428,29.324,36.752,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.33571,1.7728,0.95047,parasitism,0.25242,-0.33765
BI,PP,M9_Arginine,18.194,16.79,8.1355,27.878,36.014,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.44715,1.6604,1.0294,parasitism,0.077168,-0.083621
BI,PP,M9_Fructose,39.307,29.523,19.535,35.747,55.282,60.870% (14/23),50.000% (14/28),9,0 (0),0 (0),64.286%,60.87%,0.49699,1.2108,0.80317,parasitism,0.24891,-0.3314
BI,PP,M9_GlcNAc,39.103,0.0,20.875,38.312,59.187,60.870% (14/23),50.000% (14/28),8,0 (0),0 (0),64.286%,60.87%,0.53385,,1.5136,,1.0,
BI,PP,M9_Acetate,11.063,7.6789,7.5599,18.167,25.727,60.870% (14/23),50.000% (14/28),2,0 (0),3 (0),64.286%,60.87%,0.68335,2.3658,1.3727,parasitism,0.30589,-0.4407
BI,PP,M9_Arabinogalactan,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Cellobiose,51.637,0.0,12.885,65.487,78.372,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.24954,,1.5177,,1.0,
BI,PP,M9_Citrate,33.453,20.337,5.7299,39.582,45.312,60.870% (14/23),50.000% (14/28),8,2 (0),1 (0),64.286%,60.87%,0.17128,1.9463,0.84239,parasitism,0.39207,-0.64493
BI,PP,M9_D-Arabinose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Glucose,38.593,30.346,15.035,37.909,52.944,60.870% (14/23),50.000% (14/28),8,0 (0),0 (0),64.286%,60.87%,0.38958,1.2492,0.76798,parasitism,0.21369,-0.27177
BI,PP,M9_Glutamine,22.353,8.2462,7.2106,33.029,40.24,60.870% (14/23),50.000% (14/28),5,2 (0),3 (1),64.286%,60.87%,0.32258,4.0054,1.3151,parasitism,0.63109,-1.7107
BI,PP,M9_Isoleucine,0.4265,13.405,12.026,18.034,30.06,60.870% (14/23),50.000% (14/28),8,0 (0),0 (0),64.286%,60.87%,28.198,1.3453,2.1733,mutualism,-30.43,0.96818
BI,PP,M9_Mannitol,31.4,0.0,15.107,27.549,42.656,60.870% (14/23),50.000% (14/28),7,0 (0),0 (0),64.286%,60.87%,0.48112,,1.3585,,1.0,
BI,PP,M9_Mannose,38.593,30.346,15.175,37.769,52.944,60.870% (14/23),50.000% (14/28),8,0 (0),0 (0),64.286%,60.87%,0.3932,1.2446,0.76798,parasitism,0.21369,-0.27177
BI,PP,M9_Proline,24.503,24.012,11.16,33.987,45.147,60.870% (14/23),50.000% (14/28),8,0 (0),0 (0),64.286%,60.87%,0.45546,1.4154,0.93058,parasitism,0.020038,-0.020448
BI,PP,M9_Raffinose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Fumarate,32.575,23.499,6.1476,39.015,45.163,60.870% (14/23),50.000% (14/28),7,2 (0),1 (0),64.286%,60.87%,0.18872,1.6603,0.80542,parasitism,0.27862,-0.38623
BI,PP,M9_Galactose,28.464,0.0,15.341,29.845,45.186,60.870% (14/23),50.000% (14/28),5,0 (0),0 (0),64.286%,60.87%,0.53897,,1.5875,,1.0,
BI,PP,M9_Glycerol,26.665,21.757,15.718,19.336,35.054,60.870% (14/23),50.000% (14/28),7,0 (0),0 (0),64.286%,60.87%,0.58945,0.88873,0.72393,competitive,0.18406,-0.22558
BI,PP,M9_Ribose,26.863,19.133,11.864,31.929,43.793,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.44164,1.6688,0.9521,parasitism,0.28776,-0.40401
BI,PP,M9_L-Arabinose,26.863,0.0,11.855,31.905,43.76,60.870% (14/23),50.000% (14/28),5,0 (0),0 (0),64.286%,60.87%,0.4413,,1.629,,1.0,
BI,PP,M9_Serine,22.388,18.697,7.4282,29.757,37.185,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.3318,1.5915,0.90507,parasitism,0.16487,-0.19741
BI,PP,M9_Xylose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Lactose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Maltose,51.637,33.582,12.885,65.487,78.372,60.870% (14/23),50.000% (14/28),12,0 (0),0 (0),64.286%,60.87%,0.24954,1.9501,0.91965,parasitism,0.34965,-0.53764
BI,PP,M9_Melezitose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Mix,69.633,51.099,18.48,87.63,106.11,60.870% (14/23),50.000% (14/28),16,0 (0),3 (2),64.286%,60.87%,0.26539,1.7149,0.87889,parasitism,0.26617,-0.36271
BI,PP,M9_No_Glucose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Pyruvate,22.126,16.541,7.428,29.324,36.752,60.870% (14/23),50.000% (14/28),5,0 (0),0 (0),64.286%,60.87%,0.33571,1.7728,0.95047,parasitism,0.25242,-0.33765
BI,PP,M9_Rhamnose,29.743,0.0,5.8767,43.126,49.003,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.19758,,1.6475,,1.0,
BI,PP,M9_Sorbitol,31.4,0.0,15.107,27.549,42.656,60.870% (14/23),50.000% (14/28),7,0 (0),0 (0),64.286%,60.87%,0.48112,,1.3585,,1.0,
BI,PP,M9_Succinate,32.575,23.499,5.6757,40.425,46.101,60.870% (14/23),50.000% (14/28),6,2 (0),2 (0),64.286%,60.87%,0.17424,1.7203,0.82215,parasitism,0.27862,-0.38623
BI,PP,M9_Sucrose,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
BI,PP,M9_Trehalose,51.637,0.0,12.885,65.487,78.372,60.870% (14/23),50.000% (14/28),6,0 (0),1 (1),64.286%,60.87%,0.24954,,1.5177,,1.0,
BI,PP,M9_Uridine,41.409,0.0,11.659,52.026,63.685,60.870% (14/23),50.000% (14/28),6,0 (0),0 (0),64.286%,60.87%,0.28157,,1.538,,1.0,
BI,PP,M9_Water,0.41024,0.0,0.083963,0.41866,0.50262,60.870% (14/23),50.000% (14/28),4,0 (0),0 (0),64.286%,60.87%,0.20467,,1.2252,,1.0,
RP2,EA,M9_Alanine,22.201,22.057,4.2378,29.147,33.385,91.667% (22/24),88.000% (22/25),8,0 (0),0 (0),64.0%,66.667%,0.19088,1.3214,0.75433,parasitism,0.0064862,-0.0065285
RP2,EA,M9_Arginine,18.31,14.288,24.836,4.5447,29.381,91.667% (22/24),88.000% (22/25),6,0 (0),1 (0),64.0%,66.667%,1.3564,0.31808,0.90131,parasitism,0.21966,-0.28149
RP2,EA,M9_Fructose,43.208,37.45,8.1691,45.3,53.469,91.667% (22/24),88.000% (22/25),8,0 (0),0 (0),64.0%,66.667%,0.18906,1.2096,0.66291,parasitism,0.13326,-0.15375
RP2,EA,M9_GlcNAc,40.185,39.237,7.2134,48.703,55.916,91.667% (22/24),88.000% (22/25),10,0 (0),1 (1),64.0%,66.667%,0.17951,1.2412,0.70404,parasitism,0.023591,-0.024161
RP2,EA,M9_Acetate,11.1,11.028,4.2554,18.001,22.256,91.667% (22/24),88.000% (22/25),4,0 (0),0 (0),64.0%,66.667%,0.38337,1.6323,1.0058,parasitism,0.0064865,-0.0065288
RP2,EA,M9_Cellobiose,51.758,51.813,6.985,61.431,68.416,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.13496,1.1856,0.66057,parasitism,-0.0010626,0.0010615
RP2,EA,M9_Citrate,33.566,33.177,5.1397,39.729,44.869,91.667% (22/24),88.000% (22/25),8,1 (0),1 (0),64.0%,66.667%,0.15312,1.1975,0.67227,parasitism,0.011589,-0.011725
RP2,EA,M9_Glucose,43.208,39.204,8.0327,45.436,53.469,91.667% (22/24),88.000% (22/25),9,0 (0),0 (0),64.0%,66.667%,0.18591,1.159,0.6488,parasitism,0.092668,-0.10213
RP2,EA,M9_Glutamine,22.429,22.282,3.566,30.162,33.728,91.667% (22/24),88.000% (22/25),5,3 (1),2 (0),64.0%,66.667%,0.15899,1.3536,0.75436,parasitism,0.006554,-0.0065973
RP2,EA,M9_Mannitol,38.309,33.335,8.2626,37.582,45.845,91.667% (22/24),88.000% (22/25),9,0 (0),0 (0),64.0%,66.667%,0.21568,1.1274,0.6399,parasitism,0.12984,-0.14921
RP2,EA,M9_Mannose,43.208,39.204,8.0327,45.436,53.469,91.667% (22/24),88.000% (22/25),9,0 (0),0 (0),64.0%,66.667%,0.18591,1.159,0.6488,parasitism,0.092668,-0.10213
RP2,EA,M9_Proline,24.593,24.418,4.3931,32.599,36.992,91.667% (22/24),88.000% (22/25),7,1 (1),1 (1),64.0%,66.667%,0.17863,1.335,0.75477,parasitism,0.0071158,-0.0071668
RP2,EA,M9_Fumarate,32.683,32.476,6.3657,36.296,42.662,91.667% (22/24),88.000% (22/25),6,2 (0),2 (0),64.0%,66.667%,0.19477,1.1176,0.65474,parasitism,0.0063336,-0.0063739
RP2,EA,M9_Galactose,30.863,28.545,8.3623,35.38,43.742,91.667% (22/24),88.000% (22/25),8,1 (0),0 (0),64.0%,66.667%,0.27095,1.2394,0.7363,parasitism,0.075106,-0.081205
RP2,EA,M9_Glycerol,26.628,26.555,3.0722,25.736,28.808,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.11537,0.96915,0.54168,amensalism,0.0027415,-0.002749
RP2,EA,M9_Ribose,29.359,26.91,8.3242,34.46,42.784,91.667% (22/24),88.000% (22/25),8,0 (0),0 (0),64.0%,66.667%,0.28353,1.2806,0.76035,parasitism,0.083416,-0.091007
RP2,EA,M9_L-Arabinose,41.151,0.0,11.575,39.286,50.861,91.667% (22/24),88.000% (22/25),6,2 (0),1 (0),64.0%,66.667%,0.28128,,1.236,,1.0,
RP2,EA,M9_Serine,22.464,22.317,4.2678,29.514,33.782,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.18998,1.3225,0.75438,parasitism,0.0065438,-0.0065869
RP2,EA,M9_Lactose,41.065,41.107,5.6675,49.717,55.385,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.13801,1.2095,0.67401,parasitism,-0.0010228,0.0010217
RP2,EA,M9_Maltose,51.758,41.107,8.4582,59.958,68.416,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.16342,1.4586,0.73673,parasitism,0.20578,-0.2591
RP2,EA,M9_Mix,69.942,68.608,85.937,11.572,97.509,91.667% (22/24),88.000% (22/25),15,1 (0),1 (0),64.0%,66.667%,1.2287,0.16867,0.70378,parasitism,0.019073,-0.019444
RP2,EA,M9_Pyruvate,22.201,22.057,4.2378,29.147,33.385,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.19088,1.3214,0.75433,parasitism,0.0064862,-0.0065285
RP2,EA,M9_Rhamnose,31.675,0.0,7.4413,37.031,44.472,91.667% (22/24),88.000% (22/25),6,0 (0),0 (0),64.0%,66.667%,0.23493,,1.404,,1.0,
RP2,EA,M9_Sorbitol,38.309,0.0,8.8901,36.955,45.845,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.23206,,1.1967,,1.0,
RP2,EA,M9_Succinate,32.683,32.476,4.4494,39.235,43.684,91.667% (22/24),88.000% (22/25),5,1 (0),1 (0),64.0%,66.667%,0.13614,1.2081,0.67042,parasitism,0.0063336,-0.0063739
RP2,EA,M9_Trehalose,51.758,51.813,6.985,61.431,68.416,91.667% (22/24),88.000% (22/25),7,0 (0),0 (0),64.0%,66.667%,0.13496,1.1856,0.66057,parasitism,-0.0010626,0.0010615
RP2,EA,M9_Uridine,41.592,0.0,8.3891,47.156,55.545,91.667% (22/24),88.000% (22/25),6,0 (0),0 (0),64.0%,66.667%,0.2017,,1.3355,,1.0,
PK,KA,M9_Alanine,5.1835,22.126,4.316,28.372,32.688,50.000% (16/32),66.667% (16/24),5,0 (0),0 (0),62.5%,65.625%,0.83264,1.2823,1.1969,parasitism,-3.2685,0.76573
PK,KA,M9_Arginine,13.811,14.623,3.538,22.117,25.655,50.000% (16/32),66.667% (16/24),6,1 (0),2 (0),62.5%,65.625%,0.25618,1.5125,0.90226,parasitism,-0.058794,0.055529
PK,KA,M9_Fructose,30.964,39.307,14.555,39.441,53.996,50.000% (16/32),66.667% (16/24),7,0 (0),0 (0),62.5%,65.625%,0.47005,1.0034,0.7684,amensalism,-0.26944,0.21225
PK,KA,M9_GlcNAc,30.081,39.103,13.778,46.392,60.17,50.000% (16/32),66.667% (16/24),12,0 (0),0 (0),62.5%,65.625%,0.45802,1.1864,0.86971,parasitism,-0.29992,0.23072
PK,KA,M9_Acetate,7.6402,11.063,4.4808,17.311,21.792,50.000% (16/32),66.667% (16/24),3,1 (0),1 (0),62.5%,65.625%,0.58647,1.5648,1.1651,parasitism,-0.448,0.30939
PK,KA,M9_Arabinogalactan,0.085579,0.41024,0.17097,0.55068,0.72165,50.000% (16/32),66.667% (16/24),5,0 (0),0 (0),62.5%,65.625%,1.9978,1.3423,1.4555,mutualism,-3.7937,0.79139
PK,KA,M9_Cellobiose,0.085579,51.637,14.734,62.62,77.354,50.000% (16/32),66.667% (16/24),7,0 (0),0 (0),62.5%,65.625%,172.17,1.2127,1.4956,mutualism,-602.38,0.99834
PK,KA,M9_Citrate,21.434,33.453,7.1436,36.544,43.688,50.000% (16/32),66.667% (16/24),6,2 (0),1 (0),62.5%,65.625%,0.33329,1.0924,0.79596,amensalism,-0.56074,0.35928
